V2	L1	L2	L3	L4	L5	L6	L7	L8	L9
OTU_14692_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14893_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15547_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12047_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12243_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12243_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14183_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14317_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14407_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14775_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14846_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14960_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14973_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14994_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15140_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15322_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15688_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12221_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12255_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14315_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14344_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14469_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14728_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14780_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15040_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15102_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12133_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13767_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13773_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14376_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14569_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14605_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14606_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14763_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14769_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15247_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13649_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14594_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14634_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14679_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14784_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15036_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15052_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_11960_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12212_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13367_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14145_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14188_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14428_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14507_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14609_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14751_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14759_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14822_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14849_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14940_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14970_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15048_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15094_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15179_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15269_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12359_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13671_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13694_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14298_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14301_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14327_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14334_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14426_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14431_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14440_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14499_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14526_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14616_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12218_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12350_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12355_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13740_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14330_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14338_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14435_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14570_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14593_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14647_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14803_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14850_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14855_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14887_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14990_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15004_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15091_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15120_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15212_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15733_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12208_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12211_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13642_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13731_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13787_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13872_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14250_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14342_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14409_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14462_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14524_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14589_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14597_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14609_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14649_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14726_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14844_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14922_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14937_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14971_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15336_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15492_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15641_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12255_5	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12284_6	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13927_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14118_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14293_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14370_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14381_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14402_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14663_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14677_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14694_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14710_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14723_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14878_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14915_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14994_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15003_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15034_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_12284_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13649_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13654_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13808_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14303_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14375_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14922_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14960_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15087_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13573_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13672_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13711_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14187_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14550_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13740_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13767_4	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13773_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14237_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14600_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15104_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13676_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13709_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13718_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14442_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14599_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15151_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13642_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13662_2	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13672_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_13759_3	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_14410_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15066_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
OTU_15507_1	Viruses	Monodnaviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Unclassified	Unclassified
